place,,total,total,hospital,hospital,nursing,nursing,others,others
quantity,,incidence,cumsum,incidence,cumsum,incidence,cumsum,incidence,cumsum
age_class,date,,,,,,,,
all,2020-03-10,1,1,1,1,0,0,0,0
all,2020-03-11,3,4,2,3,1,1,0,0
all,2020-03-12,1,5,1,4,0,1,0,0
all,2020-03-13,3,8,3,7,0,1,0,0
all,2020-03-14,5,13,2,9,3,4,0,0
all,2020-03-15,5,18,3,12,0,4,2,2
all,2020-03-16,12,30,9,21,3,7,0,2
all,2020-03-17,10,40,7,28,2,9,1,3
all,2020-03-18,22,62,18,46,4,13,0,3
all,2020-03-19,33,95,18,64,12,25,3,6
all,2020-03-20,35,130,18,82,14,39,3,9
all,2020-03-21,39,169,25,107,12,51,2,11
all,2020-03-22,47,216,22,129,16,67,9,20
all,2020-03-23,78,294,58,187,14,81,6,26
all,2020-03-24,77,371,60,247,14,95,3,29
all,2020-03-25,107,478,73,320,29,124,5,34
all,2020-03-26,102,580,73,393,28,152,1,35
all,2020-03-27,128,708,81,474,47,199,0,35
all,2020-03-28,141,849,85,559,54,253,2,37
all,2020-03-29,149,998,86,645,61,314,2,39
all,2020-03-30,170,1168,119,764,46,360,5,44
all,2020-03-31,207,1375,125,889,82,442,0,44
all,2020-04-01,233,1608,127,1016,106,548,0,44
all,2020-04-02,219,1827,128,1144,89,637,2,46
all,2020-04-03,236,2063,118,1262,115,752,3,49
all,2020-04-04,267,2330,136,1398,131,883,0,49
all,2020-04-05,247,2577,122,1520,123,1006,2,51
all,2020-04-06,257,2834,114,1634,140,1146,3,54
all,2020-04-07,277,3111,116,1750,159,1305,2,56
all,2020-04-08,322,3433,123,1873,197,1502,2,58
all,2020-04-09,272,3705,109,1982,162,1664,1,59
all,2020-04-10,302,4007,122,2104,179,1843,1,60
all,2020-04-11,282,4289,113,2217,167,2010,2,62
all,2020-04-12,265,4554,103,2320,161,2171,1,63
all,2020-04-13,277,4831,120,2440,156,2327,1,64
all,2020-04-14,261,5092,112,2552,148,2475,1,65
all,2020-04-15,278,5370,124,2676,153,2628,1,66
all,2020-04-16,245,5615,94,2770,150,2778,1,67
all,2020-04-17,205,5820,85,2855,119,2897,1,68
all,2020-04-18,208,6028,75,2930,131,3028,2,70
all,2020-04-19,190,6218,87,3017,101,3129,2,72
all,2020-04-20,205,6423,80,3097,125,3254,0,72
all,2020-04-21,203,6626,88,3185,115,3369,0,72
all,2020-04-22,181,6807,87,3272,94,3463,0,72
all,2020-04-23,155,6962,73,3345,82,3545,0,72
all,2020-04-24,155,7117,69,3414,85,3630,1,73
all,2020-04-25,141,7258,74,3488,67,3697,0,73
all,2020-04-26,152,7410,79,3567,73,3770,0,73
all,2020-04-27,134,7544,56,3623,77,3847,1,74
all,2020-04-28,110,7654,59,3682,51,3898,0,74
all,2020-04-29,106,7760,51,3733,55,3953,0,74
all,2020-04-30,87,7847,38,3771,49,4002,0,74
all,2020-05-01,93,7940,48,3819,45,4047,0,74
all,2020-05-02,75,8015,37,3856,38,4085,0,74
all,2020-05-03,93,8108,50,3906,43,4128,0,74
all,2020-05-04,93,8201,57,3963,35,4163,1,75
all,2020-05-05,79,8280,37,4000,41,4204,1,76
all,2020-05-06,75,8355,38,4038,37,4241,0,76
all,2020-05-07,70,8425,37,4075,33,4274,0,76
all,2020-05-08,73,8498,40,4115,33,4307,0,76
all,2020-05-09,71,8569,34,4149,37,4344,0,76
all,2020-05-10,72,8641,34,4183,38,4382,0,76
all,2020-05-11,65,8706,36,4219,29,4411,0,76
all,2020-05-12,45,8751,24,4243,21,4432,0,76
all,2020-05-13,56,8807,35,4278,21,4453,0,76
all,2020-05-14,42,8849,23,4301,19,4472,0,76
all,2020-05-15,45,8894,24,4325,21,4493,0,76
all,2020-05-16,29,8923,19,4344,10,4503,0,76
all,2020-05-17,31,8954,13,4357,18,4521,0,76
all,2020-05-18,35,8989,22,4379,13,4534,0,76
all,2020-05-19,32,9021,20,4399,12,4546,0,76
all,2020-05-20,30,9051,18,4417,12,4558,0,76
all,2020-05-21,34,9085,15,4432,19,4577,0,76
all,2020-05-22,41,9126,20,4452,21,4598,0,76
all,2020-05-23,25,9151,16,4468,9,4607,0,76
all,2020-05-24,33,9184,20,4488,13,4620,0,76
all,2020-05-25,26,9210,15,4503,11,4631,0,76
all,2020-05-26,24,9234,17,4520,7,4638,0,76
all,2020-05-27,24,9258,15,4535,9,4647,0,76
all,2020-05-28,26,9284,16,4551,10,4657,0,76
all,2020-05-29,16,9300,8,4559,8,4665,0,76
all,2020-05-30,22,9322,15,4574,7,4672,0,76
all,2020-05-31,22,9344,14,4588,8,4680,0,76
all,2020-06-01,21,9365,11,4599,10,4690,0,76
all,2020-06-02,23,9388,12,4611,10,4700,1,77
all,2020-06-03,20,9408,15,4626,5,4705,0,77
all,2020-06-04,14,9422,7,4633,6,4711,1,78
all,2020-06-05,12,9434,7,4640,5,4716,0,78
all,2020-06-06,11,9445,6,4646,5,4721,0,78
all,2020-06-07,12,9457,10,4656,2,4723,0,78
all,2020-06-08,9,9466,7,4663,2,4725,0,78
all,2020-06-09,12,9478,10,4673,2,4727,0,78
all,2020-06-10,12,9490,6,4679,6,4733,0,78
all,2020-06-11,7,9497,6,4685,1,4734,0,78
all,2020-06-12,10,9507,6,4691,4,4738,0,78
all,2020-06-13,5,9512,4,4695,1,4739,0,78
all,2020-06-14,3,9515,2,4697,1,4740,0,78
all,2020-06-15,8,9523,3,4700,5,4745,0,78
all,2020-06-16,7,9530,4,4704,3,4748,0,78
all,2020-06-17,7,9537,7,4711,0,4748,0,78
all,2020-06-18,5,9542,4,4715,1,4749,0,78
all,2020-06-19,4,9546,2,4717,2,4751,0,78
all,2020-06-20,3,9549,2,4719,1,4752,0,78
all,2020-06-21,9,9558,6,4725,3,4755,0,78
all,2020-06-22,12,9570,10,4735,2,4757,0,78
all,2020-06-23,4,9574,2,4737,2,4759,0,78
all,2020-06-24,3,9577,3,4740,0,4759,0,78
all,2020-06-25,5,9582,4,4744,1,4760,0,78
all,2020-06-26,2,9584,2,4746,0,4760,0,78
all,2020-06-27,8,9592,5,4751,3,4763,0,78
all,2020-06-28,5,9597,4,4755,1,4764,0,78
all,2020-06-29,3,9600,3,4758,0,4764,0,78
all,2020-06-30,8,9608,8,4766,0,4764,0,78
all,2020-07-01,2,9610,2,4768,0,4764,0,78
all,2020-07-02,5,9615,5,4773,0,4764,0,78
all,2020-07-03,2,9617,2,4775,0,4764,0,78
all,2020-07-04,3,9620,1,4776,2,4766,0,78
all,2020-07-05,2,9622,1,4777,1,4767,0,78
all,2020-07-06,1,9623,0,4777,1,4768,0,78
all,2020-07-07,3,9626,2,4779,1,4769,0,78
all,2020-07-08,1,9627,1,4780,0,4769,0,78
all,2020-07-09,2,9629,1,4781,1,4770,0,78
all,2020-07-11,2,9631,2,4783,0,4770,0,78
all,2020-07-12,4,9635,3,4786,1,4771,0,78
all,2020-07-14,3,9638,2,4788,1,4772,0,78
all,2020-07-15,5,9643,4,4792,1,4773,0,78
all,2020-07-16,5,9648,3,4795,2,4775,0,78
all,2020-07-17,2,9650,2,4797,0,4775,0,78
all,2020-07-18,3,9653,3,4800,0,4775,0,78
all,2020-07-19,1,9654,1,4801,0,4775,0,78
all,2020-07-20,2,9656,2,4803,0,4775,0,78
all,2020-07-21,1,9657,1,4804,0,4775,0,78
all,2020-07-22,2,9659,2,4806,0,4775,0,78
all,2020-07-23,2,9661,2,4808,0,4775,0,78
all,2020-07-24,5,9666,5,4813,0,4775,0,78
all,2020-07-25,1,9667,1,4814,0,4775,0,78
all,2020-07-26,2,9669,1,4815,1,4776,0,78
all,2020-07-27,4,9673,3,4818,1,4777,0,78
all,2020-07-28,1,9674,1,4819,0,4777,0,78
all,2020-07-29,3,9677,2,4821,1,4778,0,78
all,2020-07-30,2,9679,1,4822,1,4779,0,78
all,2020-07-31,3,9682,3,4825,0,4779,0,78
all,2020-08-01,2,9684,1,4826,1,4780,0,78
all,2020-08-02,5,9689,4,4830,1,4781,0,78
all,2020-08-03,3,9692,2,4832,1,4782,0,78
all,2020-08-04,5,9697,4,4836,1,4783,0,78
all,2020-08-05,5,9702,4,4840,1,4784,0,78
all,2020-08-06,4,9706,1,4841,2,4786,1,79
all,2020-08-07,6,9712,3,4844,3,4789,0,79
all,2020-08-08,2,9714,2,4846,0,4789,0,79
all,2020-08-09,5,9719,4,4850,1,4790,0,79
all,2020-08-10,11,9730,7,4857,4,4794,0,79
all,2020-08-11,13,9743,10,4867,3,4797,0,79
all,2020-08-12,11,9754,8,4875,3,4800,0,79
all,2020-08-13,12,9766,6,4881,6,4806,0,79
all,2020-08-14,12,9778,6,4887,6,4812,0,79
all,2020-08-15,9,9787,6,4893,3,4815,0,79
all,2020-08-16,7,9794,4,4897,3,4818,0,79
all,2020-08-17,7,9801,5,4902,2,4820,0,79
all,2020-08-18,11,9812,10,4912,1,4821,0,79
all,2020-08-19,9,9821,2,4914,7,4828,0,79
all,2020-08-20,4,9825,2,4916,2,4830,0,79
all,2020-08-21,3,9828,2,4918,1,4831,0,79
all,2020-08-22,5,9833,5,4923,0,4831,0,79
all,2020-08-23,3,9836,2,4925,1,4832,0,79
all,2020-08-24,5,9841,4,4929,1,4833,0,79
all,2020-08-25,5,9846,4,4933,1,4834,0,79
all,2020-08-26,4,9850,2,4935,2,4836,0,79
all,2020-08-27,3,9853,3,4938,0,4836,0,79
all,2020-08-28,4,9857,3,4941,1,4837,0,79
all,2020-08-29,6,9863,5,4946,1,4838,0,79
all,2020-08-30,1,9864,1,4947,0,4838,0,79
all,2020-08-31,3,9867,2,4949,1,4839,0,79
all,2020-09-01,3,9870,1,4950,2,4841,0,79
all,2020-09-02,2,9872,2,4952,0,4841,0,79
all,2020-09-03,4,9876,3,4955,1,4842,0,79
all,2020-09-04,2,9878,0,4955,2,4844,0,79
all,2020-09-05,1,9879,1,4956,0,4844,0,79
all,2020-09-06,2,9881,2,4958,0,4844,0,79
all,2020-09-07,4,9885,4,4962,0,4844,0,79
all,2020-09-08,3,9888,3,4965,0,4844,0,79
all,2020-09-09,2,9890,2,4967,0,4844,0,79
all,2020-09-10,3,9893,3,4970,0,4844,0,79
all,2020-09-11,5,9898,4,4974,1,4845,0,79
all,2020-09-12,1,9899,1,4975,0,4845,0,79
all,2020-09-13,1,9900,1,4976,0,4845,0,79
all,2020-09-14,4,9904,2,4978,2,4847,0,79
all,2020-09-15,3,9907,2,4980,1,4848,0,79
all,2020-09-16,2,9909,1,4981,1,4849,0,79
all,2020-09-17,1,9910,0,4981,1,4850,0,79
all,2020-09-18,6,9916,6,4987,0,4850,0,79
all,2020-09-19,8,9924,7,4994,1,4851,0,79
all,2020-09-20,3,9927,2,4996,1,4852,0,79
all,2020-09-21,3,9930,3,4999,0,4852,0,79
all,2020-09-22,1,9931,1,5000,0,4852,0,79
all,2020-09-23,8,9939,6,5006,2,4854,0,79
all,2020-09-24,4,9943,4,5010,0,4854,0,79
all,2020-09-25,5,9948,5,5015,0,4854,0,79
all,2020-09-26,6,9954,4,5019,2,4856,0,79
all,2020-09-27,12,9966,7,5026,5,4861,0,79
all,2020-09-28,13,9979,11,5037,2,4863,0,79
all,2020-09-29,10,9989,9,5046,1,4864,0,79
all,2020-09-30,6,9995,5,5051,1,4865,0,79
all,2020-10-01,15,10010,14,5065,1,4866,0,79
all,2020-10-02,11,10021,9,5074,2,4868,0,79
all,2020-10-03,15,10036,13,5087,2,4870,0,79
all,2020-10-04,14,10050,13,5100,1,4871,0,79
all,2020-10-05,14,10064,10,5110,4,4875,0,79
all,2020-10-06,18,10082,12,5122,6,4881,0,79
all,2020-10-07,20,10102,15,5137,5,4886,0,79
all,2020-10-08,20,10122,16,5153,4,4890,0,79
all,2020-10-09,19,10141,15,5168,4,4894,0,79
all,2020-10-10,22,10163,17,5185,5,4899,0,79
all,2020-10-11,26,10189,20,5205,6,4905,0,79
all,2020-10-12,36,10225,28,5233,8,4913,0,79
all,2020-10-13,34,10259,21,5254,13,4926,0,79
all,2020-10-14,41,10300,32,5286,9,4935,0,79
all,2020-10-15,35,10335,27,5313,8,4943,0,79
all,2020-10-16,36,10371,27,5340,9,4952,0,79
all,2020-10-17,23,10394,20,5360,3,4955,0,79
all,2020-10-18,31,10425,24,5384,7,4962,0,79
all,2020-10-19,52,10477,37,5421,15,4977,0,79
all,2020-10-20,52,10529,36,5457,16,4993,0,79
all,2020-10-21,61,10590,44,5501,17,5010,0,79
all,2020-10-22,55,10645,42,5543,12,5022,1,80
all,2020-10-23,92,10737,71,5614,21,5043,0,80
all,2020-10-24,94,10831,67,5681,27,5070,0,80
all,2020-10-25,95,10926,65,5746,30,5100,0,80
all,2020-10-26,121,11047,94,5840,27,5127,0,80
all,2020-10-27,130,11177,90,5930,40,5167,0,80
all,2020-10-28,142,11319,97,6027,45,5212,0,80
all,2020-10-29,140,11459,99,6126,41,5253,0,80
all,2020-10-30,184,11643,130,6256,54,5307,0,80
all,2020-10-31,175,11818,111,6367,64,5371,0,80
all,2020-11-01,163,11981,97,6464,66,5437,0,80
all,2020-11-02,206,12187,137,6601,69,5506,0,80
all,2020-11-03,173,12360,108,6709,65,5571,0,80
all,2020-11-04,196,12556,127,6836,69,5640,0,80
all,2020-11-05,206,12762,123,6959,83,5723,0,80
all,2020-11-06,211,12973,133,7092,78,5801,0,80
all,2020-11-07,208,13181,135,7227,73,5874,0,80
all,2020-11-08,209,13390,124,7351,85,5959,0,80
all,2020-11-09,194,13584,118,7469,76,6035,0,80
all,2020-11-10,216,13800,122,7591,94,6129,0,80
all,2020-11-11,193,13993,108,7699,85,6214,0,80
all,2020-11-12,172,14165,100,7799,72,6286,0,80
all,2020-11-13,183,14348,106,7905,77,6363,0,80
all,2020-11-14,176,14524,100,8005,76,6439,0,80
all,2020-11-15,192,14716,113,8118,79,6518,0,80
all,2020-11-16,194,14910,128,8246,66,6584,0,80
all,2020-11-17,156,15066,96,8342,60,6644,0,80
all,2020-11-18,158,15224,92,8434,66,6710,0,80
all,2020-11-19,172,15396,94,8528,78,6788,0,80
all,2020-11-20,169,15565,101,8629,68,6856,0,80
all,2020-11-21,139,15704,76,8705,63,6919,0,80
all,2020-11-22,135,15839,84,8789,51,6970,0,80
all,2020-11-23,139,15978,86,8875,53,7023,0,80
all,2020-11-24,121,16099,68,8943,53,7076,0,80
all,2020-11-25,137,16236,82,9025,55,7131,0,80
all,2020-11-26,118,16354,68,9093,50,7181,0,80
all,2020-11-27,125,16479,71,9164,54,7235,0,80
all,2020-11-28,115,16594,70,9234,44,7279,1,81
all,2020-11-29,118,16712,70,9304,48,7327,0,81
all,2020-11-30,98,16810,57,9361,41,7368,0,81
all,2020-12-01,109,16919,58,9419,51,7419,0,81
all,2020-12-02,117,17036,71,9490,46,7465,0,81
all,2020-12-03,94,17130,62,9552,32,7497,0,81
all,2020-12-04,109,17239,63,9615,45,7542,1,82
all,2020-12-05,87,17326,53,9668,34,7576,0,82
all,2020-12-06,84,17410,46,9714,38,7614,0,82
all,2020-12-07,97,17507,57,9771,40,7654,0,82
all,2020-12-08,94,17601,50,9821,44,7698,0,82
all,2020-12-09,88,17689,45,9866,43,7741,0,82
all,2020-12-10,94,17783,49,9915,45,7786,0,82
all,2020-12-11,114,17897,66,9981,48,7834,0,82
all,2020-12-12,87,17984,54,10035,33,7867,0,82
all,2020-12-13,92,18076,55,10090,37,7904,0,82
all,2020-12-14,100,18176,55,10145,45,7949,0,82
all,2020-12-15,103,18279,54,10199,49,7998,0,82
all,2020-12-16,97,18376,54,10253,43,8041,0,82
all,2020-12-17,89,18465,38,10291,51,8092,0,82
all,2020-12-18,83,18548,46,10337,37,8129,0,82
all,2020-12-19,92,18640,51,10388,41,8170,0,82
all,2020-12-20,89,18729,49,10437,40,8210,0,82
all,2020-12-21,69,18798,38,10475,31,8241,0,82
all,2020-12-22,102,18900,56,10531,46,8287,0,82
all,2020-12-23,92,18992,49,10580,43,8330,0,82
all,2020-12-24,81,19073,52,10632,29,8359,0,82
all,2020-12-25,66,19139,36,10668,30,8389,0,82
all,2020-12-26,62,19201,32,10700,30,8419,0,82
all,2020-12-27,61,19262,29,10729,32,8451,0,82
all,2020-12-28,63,19325,35,10764,28,8479,0,82
all,2020-12-29,76,19401,45,10809,31,8510,0,82
all,2020-12-30,74,19475,44,10853,30,8540,0,82
all,2020-12-31,87,19562,56,10909,31,8571,0,82
all,2021-01-01,50,19612,27,10936,23,8594,0,82
all,2021-01-02,64,19676,41,10977,23,8617,0,82
all,2021-01-03,42,19718,27,11004,15,8632,0,82
all,2021-01-04,58,19776,44,11048,14,8646,0,82
all,2021-01-05,63,19839,38,11086,25,8671,0,82
all,2021-01-06,55,19894,27,11113,27,8698,1,83
all,2021-01-07,53,19947,35,11148,17,8715,1,84
all,2021-01-08,48,19995,31,11179,17,8732,0,84
all,2021-01-09,51,20046,25,11204,26,8758,0,84
all,2021-01-10,56,20102,31,11235,25,8783,0,84
all,2021-01-11,53,20155,37,11272,16,8799,0,84
all,2021-01-12,51,20206,33,11305,18,8817,0,84
all,2021-01-13,42,20248,28,11333,14,8831,0,84
all,2021-01-14,62,20310,38,11371,24,8855,0,84
all,2021-01-15,48,20358,29,11400,19,8874,0,84
all,2021-01-16,45,20403,29,11429,16,8890,0,84
all,2021-01-17,44,20447,25,11454,19,8909,0,84
all,2021-01-18,56,20503,40,11494,16,8925,0,84
all,2021-01-19,60,20563,41,11535,19,8944,0,84
all,2021-01-20,49,20612,32,11567,17,8961,0,84
all,2021-01-21,51,20663,34,11601,17,8978,0,84
all,2021-01-22,48,20711,35,11636,13,8991,0,84
all,2021-01-23,67,20778,40,11676,27,9018,0,84
all,2021-01-24,39,20817,22,11698,17,9035,0,84
all,2021-01-25,44,20861,26,11724,18,9053,0,84
all,2021-01-26,52,20913,38,11762,14,9067,0,84
all,2021-01-27,41,20954,29,11791,12,9079,0,84
all,2021-01-28,55,21009,34,11825,21,9100,0,84
all,2021-01-29,44,21053,30,11855,14,9114,0,84
all,2021-01-30,29,21082,15,11870,14,9128,0,84
all,2021-01-31,32,21114,23,11893,9,9137,0,84
all,2021-02-01,38,21152,22,11915,16,9153,0,84
all,2021-02-02,52,21204,38,11953,14,9167,0,84
all,2021-02-03,42,21246,23,11976,18,9185,1,85
all,2021-02-04,34,21280,23,11999,11,9196,0,85
all,2021-02-05,55,21335,39,12038,16,9212,0,85
all,2021-02-06,41,21376,22,12060,19,9231,0,85
all,2021-02-07,41,21417,23,12083,18,9249,0,85
all,2021-02-08,37,21454,25,12108,12,9261,0,85
all,2021-02-09,41,21495,20,12128,21,9282,0,85
all,2021-02-10,42,21537,25,12153,17,9299,0,85
all,2021-02-11,35,21572,26,12179,9,9308,0,85
all,2021-02-12,43,21615,28,12207,15,9323,0,85
all,2021-02-13,31,21646,22,12229,9,9332,0,85
all,2021-02-14,52,21698,37,12266,15,9347,0,85
all,2021-02-15,36,21734,18,12284,18,9365,0,85
all,2021-02-16,39,21773,30,12314,9,9374,0,85
all,2021-02-17,28,21801,19,12333,9,9383,0,85
all,2021-02-18,33,21834,24,12357,9,9392,0,85
all,2021-02-19,27,21861,19,12376,8,9400,0,85
all,2021-02-20,22,21883,13,12389,9,9409,0,85
all,2021-02-21,26,21909,18,12407,8,9417,0,85
all,2021-02-22,20,21929,18,12425,2,9419,0,85
all,2021-02-23,26,21955,24,12449,2,9421,0,85
all,2021-02-24,21,21976,18,12467,3,9424,0,85
all,2021-02-25,28,22004,25,12492,3,9427,0,85
all,2021-02-26,22,22026,17,12509,5,9432,0,85
all,2021-02-27,29,22055,26,12535,3,9435,0,85
all,2021-02-28,30,22085,27,12562,3,9438,0,85
all,2021-03-01,29,22114,26,12588,3,9441,0,85
all,2021-03-02,25,22139,24,12612,1,9442,0,85
all,2021-03-03,26,22165,21,12633,5,9447,0,85
all,2021-03-04,16,22181,15,12648,1,9448,0,85
all,2021-03-05,33,22214,29,12677,4,9452,0,85
all,2021-03-06,24,22238,24,12701,0,9452,0,85
all,2021-03-07,19,22257,18,12719,1,9453,0,85
all,2021-03-08,34,22291,34,12753,0,9453,0,85
all,2021-03-09,6,22297,6,12759,0,9453,0,85
0-10,2020-03-10,0,0,0,0,0,0,0,0
0-10,2020-03-11,0,0,0,0,0,0,0,0
0-10,2020-03-12,0,0,0,0,0,0,0,0
0-10,2020-03-13,0,0,0,0,0,0,0,0
0-10,2020-03-14,0,0,0,0,0,0,0,0
0-10,2020-03-15,0,0,0,0,0,0,0,0
0-10,2020-03-16,0,0,0,0,0,0,0,0
0-10,2020-03-17,0,0,0,0,0,0,0,0
0-10,2020-03-18,0,0,0,0,0,0,0,0
0-10,2020-03-19,0,0,0,0,0,0,0,0
0-10,2020-03-20,0,0,0,0,0,0,0,0
0-10,2020-03-21,0,0,0,0,0,0,0,0
0-10,2020-03-22,0,0,0,0,0,0,0,0
0-10,2020-03-23,0,0,0,0,0,0,0,0
0-10,2020-03-24,0,0,0,0,0,0,0,0
0-10,2020-03-25,0,0,0,0,0,0,0,0
0-10,2020-03-26,0,0,0,0,0,0,0,0
0-10,2020-03-27,0,0,0,0,0,0,0,0
0-10,2020-03-28,0,0,0,0,0,0,0,0
0-10,2020-03-29,0,0,0,0,0,0,0,0
0-10,2020-03-30,0,0,0,0,0,0,0,0
0-10,2020-03-31,0,0,0,0,0,0,0,0
0-10,2020-04-01,0,0,0,0,0,0,0,0
0-10,2020-04-02,0,0,0,0,0,0,0,0
0-10,2020-04-03,0,0,0,0,0,0,0,0
0-10,2020-04-04,0,0,0,0,0,0,0,0
0-10,2020-04-05,0,0,0,0,0,0,0,0
0-10,2020-04-06,0,0,0,0,0,0,0,0
0-10,2020-04-07,0,0,0,0,0,0,0,0
0-10,2020-04-08,0,0,0,0,0,0,0,0
0-10,2020-04-09,0,0,0,0,0,0,0,0
0-10,2020-04-10,0,0,0,0,0,0,0,0
0-10,2020-04-11,0,0,0,0,0,0,0,0
0-10,2020-04-12,0,0,0,0,0,0,0,0
0-10,2020-04-13,0,0,0,0,0,0,0,0
0-10,2020-04-14,0,0,0,0,0,0,0,0
0-10,2020-04-15,0,0,0,0,0,0,0,0
0-10,2020-04-16,0,0,0,0,0,0,0,0
0-10,2020-04-17,0,0,0,0,0,0,0,0
0-10,2020-04-18,0,0,0,0,0,0,0,0
0-10,2020-04-19,0,0,0,0,0,0,0,0
0-10,2020-04-20,0,0,0,0,0,0,0,0
0-10,2020-04-21,0,0,0,0,0,0,0,0
0-10,2020-04-22,0,0,0,0,0,0,0,0
0-10,2020-04-23,0,0,0,0,0,0,0,0
0-10,2020-04-24,0,0,0,0,0,0,0,0
0-10,2020-04-25,0,0,0,0,0,0,0,0
0-10,2020-04-26,0,0,0,0,0,0,0,0
0-10,2020-04-27,0,0,0,0,0,0,0,0
0-10,2020-04-28,0,0,0,0,0,0,0,0
0-10,2020-04-29,0,0,0,0,0,0,0,0
0-10,2020-04-30,0,0,0,0,0,0,0,0
0-10,2020-05-01,0,0,0,0,0,0,0,0
0-10,2020-05-02,0,0,0,0,0,0,0,0
0-10,2020-05-03,0,0,0,0,0,0,0,0
0-10,2020-05-04,0,0,0,0,0,0,0,0
0-10,2020-05-05,0,0,0,0,0,0,0,0
0-10,2020-05-06,0,0,0,0,0,0,0,0
0-10,2020-05-07,0,0,0,0,0,0,0,0
0-10,2020-05-08,0,0,0,0,0,0,0,0
0-10,2020-05-09,0,0,0,0,0,0,0,0
0-10,2020-05-10,0,0,0,0,0,0,0,0
0-10,2020-05-11,0,0,0,0,0,0,0,0
0-10,2020-05-12,0,0,0,0,0,0,0,0
0-10,2020-05-13,0,0,0,0,0,0,0,0
0-10,2020-05-14,0,0,0,0,0,0,0,0
0-10,2020-05-15,0,0,0,0,0,0,0,0
0-10,2020-05-16,0,0,0,0,0,0,0,0
0-10,2020-05-17,0,0,0,0,0,0,0,0
0-10,2020-05-18,0,0,0,0,0,0,0,0
0-10,2020-05-19,0,0,0,0,0,0,0,0
0-10,2020-05-20,0,0,0,0,0,0,0,0
0-10,2020-05-21,0,0,0,0,0,0,0,0
0-10,2020-05-22,0,0,0,0,0,0,0,0
0-10,2020-05-23,0,0,0,0,0,0,0,0
0-10,2020-05-24,0,0,0,0,0,0,0,0
0-10,2020-05-25,0,0,0,0,0,0,0,0
0-10,2020-05-26,0,0,0,0,0,0,0,0
0-10,2020-05-27,0,0,0,0,0,0,0,0
0-10,2020-05-28,0,0,0,0,0,0,0,0
0-10,2020-05-29,0,0,0,0,0,0,0,0
0-10,2020-05-30,0,0,0,0,0,0,0,0
0-10,2020-05-31,0,0,0,0,0,0,0,0
0-10,2020-06-01,0,0,0,0,0,0,0,0
0-10,2020-06-02,0,0,0,0,0,0,0,0
0-10,2020-06-03,0,0,0,0,0,0,0,0
0-10,2020-06-04,0,0,0,0,0,0,0,0
0-10,2020-06-05,0,0,0,0,0,0,0,0
0-10,2020-06-06,0,0,0,0,0,0,0,0
0-10,2020-06-07,0,0,0,0,0,0,0,0
0-10,2020-06-08,0,0,0,0,0,0,0,0
0-10,2020-06-09,0,0,0,0,0,0,0,0
0-10,2020-06-10,0,0,0,0,0,0,0,0
0-10,2020-06-11,0,0,0,0,0,0,0,0
0-10,2020-06-12,0,0,0,0,0,0,0,0
0-10,2020-06-13,0,0,0,0,0,0,0,0
0-10,2020-06-14,0,0,0,0,0,0,0,0
0-10,2020-06-15,0,0,0,0,0,0,0,0
0-10,2020-06-16,0,0,0,0,0,0,0,0
0-10,2020-06-17,0,0,0,0,0,0,0,0
0-10,2020-06-18,0,0,0,0,0,0,0,0
0-10,2020-06-19,0,0,0,0,0,0,0,0
0-10,2020-06-20,0,0,0,0,0,0,0,0
0-10,2020-06-21,0,0,0,0,0,0,0,0
0-10,2020-06-22,0,0,0,0,0,0,0,0
0-10,2020-06-23,0,0,0,0,0,0,0,0
0-10,2020-06-24,0,0,0,0,0,0,0,0
0-10,2020-06-25,0,0,0,0,0,0,0,0
0-10,2020-06-26,0,0,0,0,0,0,0,0
0-10,2020-06-27,0,0,0,0,0,0,0,0
0-10,2020-06-28,0,0,0,0,0,0,0,0
0-10,2020-06-29,0,0,0,0,0,0,0,0
0-10,2020-06-30,0,0,0,0,0,0,0,0
0-10,2020-07-01,0,0,0,0,0,0,0,0
0-10,2020-07-02,0,0,0,0,0,0,0,0
0-10,2020-07-03,0,0,0,0,0,0,0,0
0-10,2020-07-04,0,0,0,0,0,0,0,0
0-10,2020-07-05,0,0,0,0,0,0,0,0
0-10,2020-07-06,0,0,0,0,0,0,0,0
0-10,2020-07-07,0,0,0,0,0,0,0,0
0-10,2020-07-08,0,0,0,0,0,0,0,0
0-10,2020-07-09,0,0,0,0,0,0,0,0
0-10,2020-07-11,0,0,0,0,0,0,0,0
0-10,2020-07-12,0,0,0,0,0,0,0,0
0-10,2020-07-14,0,0,0,0,0,0,0,0
0-10,2020-07-15,0,0,0,0,0,0,0,0
0-10,2020-07-16,0,0,0,0,0,0,0,0
0-10,2020-07-17,0,0,0,0,0,0,0,0
0-10,2020-07-18,0,0,0,0,0,0,0,0
0-10,2020-07-19,0,0,0,0,0,0,0,0
0-10,2020-07-20,1,1,1,1,0,0,0,0
0-10,2020-07-21,0,1,0,1,0,0,0,0
0-10,2020-07-22,0,1,0,1,0,0,0,0
0-10,2020-07-23,0,1,0,1,0,0,0,0
0-10,2020-07-24,0,1,0,1,0,0,0,0
0-10,2020-07-25,0,1,0,1,0,0,0,0
0-10,2020-07-26,0,1,0,1,0,0,0,0
0-10,2020-07-27,0,1,0,1,0,0,0,0
0-10,2020-07-28,0,1,0,1,0,0,0,0
0-10,2020-07-29,0,1,0,1,0,0,0,0
0-10,2020-07-30,0,1,0,1,0,0,0,0
